document,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
56,0.30313289165496826,,,0.05096470192074776,0.4648120105266571,,,,0.014396130107343197,,,,0.04785279929637909,,0.08577296137809753,
57,,0.15628445148468018,,0.0330052487552166,0.35418426990509033,,,,0.06765938550233841,,,,0.05162234231829643,,0.32423967123031616,
58,0.049764204770326614,,0.026461714878678322,0.02138105221092701,0.5469997525215149,,,0.02709832973778248,0.027355043217539787,,,,0.07854240387678146,0.040002238005399704,0.1729440689086914,
59,,,,0.04267006367444992,0.7778498530387878,,,0.021339809522032738,0.014206256717443466,,,,0.015197803266346455,0.04840384051203728,0.07573102414608002,
60,,,,0.21297134459018707,0.6395688652992249,,,,,,,,0.02581133134663105,,0.09917698800563812,
61,,0.010823782533407211,0.014545378275215626,0.03776489198207855,0.34768274426460266,,,,,,,,0.40603387355804443,,0.13576370477676392,0.025638140738010406
62,,,,0.09575368463993073,0.5106669068336487,,,,0.02125074341893196,,,,0.05367996543645859,0.23918282985687256,0.06612282991409302,
63,,,0.05976545438170433,0.050368089228868484,0.32245099544525146,,,0.018515849485993385,,,,0.016875270754098892,0.04950151965022087,,0.13801363110542297,0.3364958167076111
64,0.02496192418038845,,,0.023095430806279182,0.5602173209190369,,,,0.09046101570129395,,,,0.02315620146691799,,0.1851387321949005,0.08745618164539337
65,,0.031158579513430595,,0.043346770107746124,0.24054446816444397,,,,,0.046142373234033585,,,0.0336885042488575,0.10579837113618851,0.34295129776000977,0.1422136425971985
66,,,,0.1742304116487503,0.36035874485969543,,,,0.02313985861837864,,,,0.016528235748410225,,0.41550710797309875,
67,,0.042489685118198395,,0.02710001915693283,0.5295024514198303,,,,,,,,0.042796555906534195,,0.33701691031455994,
68,,0.23048697412014008,,0.039337944239377975,0.5713211894035339,,,0.024988021701574326,,,,,0.04067122936248779,,0.07797317951917648,
69,,,,0.010448871180415154,0.9276618361473083,,,,,,,,,,0.04635760560631752,
70,,,,0.029318423941731453,0.9001324772834778,,,,0.02381889708340168,,,,,,0.019390854984521866,
71,,,0.01468863245099783,0.08210360258817673,0.523176372051239,,,0.016052229329943657,,,,,0.14983892440795898,0.01607424020767212,0.11140318214893341,0.07669226825237274
72,,,,0.22882278263568878,0.19685125350952148,,,,,,,,0.03896148130297661,,0.520729124546051,
73,0.3744618594646454,,,0.014770332723855972,0.5041710138320923,,,,,,,,0.0440094880759716,,0.04836346581578255,
74,0.17081113159656525,,,0.03260304778814316,0.3622263967990875,,,,,,,,0.2639895975589752,0.02871893346309662,0.12549488246440887,
75,,0.08026814460754395,,0.024995097890496254,0.8030689358711243,,,,,,,,0.010188722983002663,,0.04286309704184532,0.01956832781434059
76,,,,0.5684708952903748,0.21177591383457184,,,,,,,,,,0.18647843599319458,0.018488647416234016
77,,,,0.0404854379594326,0.36484694480895996,,,,0.020736241713166237,,,,0.029428912326693535,0.08699804544448853,0.4112558364868164,0.032566990703344345
78,,0.07512959837913513,,0.0728418380022049,0.4257810115814209,,,,,,,,0.27834615111351013,,0.1172698363661766,0.014090142212808132
79,,,,0.061792753636837006,0.31471365690231323,,,0.012151752598583698,,,,,0.17171262204647064,0.02232038415968418,0.30121177434921265,0.10731791704893112
80,,,,0.19434145092964172,0.5709511637687683,,,,,,0.08420410007238388,,0.01774553209543228,0.08667753636837006,0.026195213198661804,
81,,,0.049639053642749786,0.2479628324508667,0.37027043104171753,,,,0.027787860482931137,,,,0.021313732489943504,,0.18967364728450775,0.08551337569952011
82,0.023549973964691162,,,0.02586980164051056,0.23723983764648438,,,0.024538161233067513,,,,,,,0.6117997765541077,0.05847591534256935
83,,,,0.43139195442199707,0.47703826427459717,,,,,,,,,,0.06759636104106903,
84,0.03902839124202728,,,0.04061007872223854,0.6156500577926636,,,,,,,,0.01742332987487316,0.03037557564675808,0.24534107744693756,
85,0.03132855147123337,,,0.028434092178940773,0.8848814964294434,,,,,,,,,,0.020963963121175766,
86,,,0.03268348053097725,0.05100085213780403,0.3538494110107422,,,,0.06447500735521317,,,,0.10065525770187378,,0.33467885851860046,0.05623215064406395
87,,,0.010880601592361927,0.023960109800100327,0.4305935204029083,,,,,,,,0.06410501897335052,,0.21896760165691376,0.2399107664823532
88,,,,0.01650494895875454,0.6852327585220337,,,,,,,,0.1339387148618698,,0.1354805827140808,0.015148377045989037
89,,,,0.030615711584687233,0.8303040862083435,,,,,,,,0.014833570457994938,,0.07206394523382187,0.026074079796671867
90,0.038957346230745316,,,0.4016220271587372,0.4288051426410675,,,0.02272763103246689,,,,,,0.04317240044474602,0.04651150852441788,
91,,,,0.019391976296901703,0.7130703926086426,,,,,,,,0.02189042419195175,,0.21768495440483093,0.012262698262929916
92,,,,0.018964096903800964,0.7814951539039612,,,,,,,,,,0.158731609582901,0.018176265060901642
93,,,,0.016290687024593353,0.48061588406562805,,,,,,,,0.07842708379030228,,0.40852484107017517,
94,,,,0.026284826919436455,0.2347566783428192,,,0.034556109458208084,,,,,,,0.6822540760040283,
95,,,,0.0346803143620491,0.22764436900615692,,,,0.038265105336904526,,,,,,0.22818657755851746,0.45563405752182007
96,,,,0.4368631839752197,0.2119562029838562,,,,0.013856450095772743,,,,0.05577458068728447,,0.2673714756965637,
97,,0.021206224337220192,,0.08081474900245667,0.4417610764503479,,,0.022722311317920685,,,,,0.15535032749176025,0.060550812631845474,0.18942314386367798,0.019799888134002686
98,,,0.07452709227800369,0.03699282929301262,0.4517861604690552,,,,0.06072928011417389,0.20059946179389954,,,0.012324461713433266,,0.1457025408744812,
99,0.13335096836090088,,,0.027650268748402596,0.5320833921432495,,,,,,,,0.04402513429522514,,0.24078738689422607,
100,,,,0.12858916819095612,0.4378557503223419,,,,,,,,,,0.3796428143978119,0.025012411177158356
101,,,,0.10737806558609009,0.30135953426361084,,,,0.2839275598526001,,,,0.06255727261304855,0.012993576005101204,0.18389639258384705,0.04153139144182205
102,,,,0.0574653334915638,0.6157894730567932,,,,,,0.010167866013944149,,0.04402020573616028,0.09113850444555283,0.16852010786533356,
103,,,,0.13088537752628326,0.37091052532196045,0.015619434416294098,,0.017053693532943726,,,,,0.0587502159178257,,0.35327422618865967,0.02956230379641056
104,,,,0.07107391208410263,0.7737140655517578,,,,,,,,0.08679886162281036,,0.043746061623096466,
105,0.045072007924318314,,,0.16351574659347534,0.6315591931343079,,,,,,,,0.03866494074463844,0.03180338069796562,0.07752689719200134,
106,0.08300893753767014,,,0.04741411283612251,0.6749211549758911,,,,,,0.016828445717692375,,0.09865342080593109,,0.054464977234601974,
107,0.020475830882787704,,,0.048108525574207306,0.8257724046707153,,,,0.022349344566464424,,,,0.012563245370984077,,0.05203133448958397,0.010276991873979568
108,,,,0.013207454234361649,0.8525795340538025,,,,0.012278691865503788,,,,0.017519662156701088,0.01990228146314621,0.07663549482822418,
109,,,0.016751326620578766,0.2229701280593872,0.18915261328220367,,,,,0.09882384538650513,,,0.08162091672420502,,0.36462318897247314,
110,0.030108647421002388,,,0.04854244738817215,0.7355250716209412,,,,0.026177436113357544,,,,0.01792527176439762,,0.13139735162258148,
111,,,,0.07415833324193954,0.5471175312995911,,,,,,,,0.1256020963191986,0.020435767248272896,0.20861078798770905,0.01410516258329153
112,,,,0.06575892120599747,0.8028765320777893,,,,,,,,,0.0121232271194458,0.09836447983980179,
113,,0.010584397241473198,,0.05361698567867279,0.6722203493118286,,,,0.02430095709860325,,,,0.09893481433391571,0.017090462148189545,0.059017032384872437,0.05879221484065056
114,,,,0.08378675580024719,0.693988561630249,,,,0.04206497594714165,,,,0.01788247935473919,,0.13156519830226898,
115,0.17978374660015106,,,0.034537360072135925,0.6343205571174622,,,0.020187074318528175,,,0.02763328142464161,,0.0522417314350605,,0.030990473926067352,0.012071093544363976
116,,,,0.10641410201787949,0.4773549735546112,,,,0.07548882812261581,,,,0.013656195253133774,0.012569899670779705,0.30519479513168335,
117,,,,0.03677622601389885,0.14490598440170288,,,,,,,,0.14708799123764038,,0.6566246747970581,
118,,,,0.026154251769185066,0.3493221700191498,,,0.01819044165313244,0.0148609085008502,,,,0.1315891593694687,,0.4522925019264221,
119,,,,0.03644333407282829,0.5219643115997314,,,,0.041010696440935135,,,,0.011194013990461826,0.03564402088522911,0.33914002776145935,
120,,,,0.07679743319749832,0.7128403782844543,,,0.03371519595384598,,,,,0.11634017527103424,,0.042826008051633835,
121,,,,0.15746985375881195,0.7060011625289917,,,0.014850283041596413,0.01684030145406723,,,,,,0.05910102277994156,0.029366033151745796
122,,,0.011607312597334385,0.08809459209442139,0.6033104062080383,,,0.012647355906665325,0.012775002047419548,,,,0.051058657467365265,,0.21186214685440063,
123,,,,0.10044816136360168,0.45286568999290466,,,,0.04864281043410301,0.02437586896121502,,,0.02125610038638115,,0.3248281180858612,0.01844441518187523
124,0.12704512476921082,,,0.09084983170032501,0.5827312469482422,,,,,,,,0.058189187198877335,0.01863834075629711,0.10377828776836395,
125,,,0.019956648349761963,0.16351161897182465,0.5461318492889404,,,,0.0734189823269844,,,,0.010755812749266624,,0.16586482524871826,0.013562686741352081
126,0.12688958644866943,,,0.05617085099220276,0.5148236751556396,,,,,,,,0.1258341372013092,0.0315701998770237,0.12857016921043396,
127,,,,0.07524611800909042,0.7277258038520813,,,,0.015395443886518478,,,,,0.02800741419196129,0.06443154066801071,0.07365105301141739
128,,,,0.12260610610246658,0.717199444770813,,,0.020408444106578827,,,,,0.05400019511580467,,0.06285803020000458,
129,,,,0.07102271914482117,0.4356848895549774,,,0.09328401833772659,0.06361490488052368,,,,0.011600680649280548,,0.11871971189975739,0.1951649785041809
130,,,,0.04021007567644119,0.5505102872848511,,,,,,,,0.0556613989174366,,0.3401966094970703,
131,,,0.022046389058232307,0.24769151210784912,0.5610299110412598,,,,,,,,0.013798401691019535,,0.1264379769563675,
132,,,,0.10215196758508682,0.3102540075778961,,,,0.021001018583774567,,,,0.07063041627407074,,0.4864882528781891,
133,,0.012384888716042042,,0.25642940402030945,0.5416149497032166,,,,,,,,0.04008667171001434,,0.1362880915403366,
134,0.039178162813186646,,,0.07665673643350601,0.5760462880134583,,,,,,,,0.04753093793988228,0.0183572955429554,0.22379587590694427,
135,,,0.010896326042711735,0.24769087135791779,0.4570542573928833,,,,0.06536563485860825,,,,,,0.20222829282283783,
136,,,,0.09607020020484924,0.7774607539176941,,,,0.011833314783871174,,,,0.025410715490579605,0.01971593126654625,0.04784724488854408,
137,0.051294904202222824,,,0.055396322160959244,0.7277641892433167,,,,,0.01410963386297226,,,,,0.1172165647149086,0.014992625452578068
138,,,,0.13362503051757812,0.7139738202095032,,,,,,,,0.04763089865446091,,0.052344128489494324,0.03617788851261139
139,0.0153115289285779,,,0.24414965510368347,0.23192092776298523,,,,0.015331693924963474,,,,0.014079888351261616,,0.4718829393386841,
140,,,,0.09604761004447937,0.4148510694503784,,,,,,,,,0.06251627206802368,0.2767643928527832,0.1253271996974945
141,0.04164174199104309,,,0.07038478553295135,0.6884964108467102,,,,,,,,,0.026303455233573914,0.14619208872318268,0.010575058870017529
142,0.03385334461927414,,,0.16862665116786957,0.6106602549552917,,,0.021891335025429726,0.01426759548485279,,,,0.049247145652770996,,0.0867629200220108,
143,,,,0.12191641330718994,0.6483432650566101,,,,,,,,0.07478678226470947,,0.12736593186855316,
144,,0.04236014932394028,0.015319852158427238,0.11101508885622025,0.4979526996612549,,,,0.026344800367951393,,,,,0.030715541914105415,0.2323911041021347,0.027891019359230995
145,,,0.012939786538481712,0.09995415806770325,0.37316426634788513,,,,0.040252555161714554,,,,0.029590757563710213,,0.37431323528289795,0.06139393895864487
146,,,,0.047743815928697586,0.4652678966522217,,,,,,,,0.03106953389942646,,0.4306861460208893,
147,0.010875304229557514,,,0.03519792482256889,0.660108208656311,,,,,,,,0.18615911900997162,,0.09068434685468674,
148,,,,0.05087045207619667,0.7596704363822937,0.010914145968854427,,,0.057485729455947876,,,,0.0290346872061491,0.013022573664784431,0.06955007463693619,
149,,,,0.15639393031597137,0.5537182092666626,,,,0.03568078204989433,,,,0.03285084664821625,,0.21243008971214294,
150,0.13486066460609436,,,0.17191332578659058,0.49264222383499146,,,,,,,,,0.05064733326435089,0.10580680519342422,0.029186861589550972
151,,,,0.07362917810678482,0.5558903813362122,,,,,,,,0.018518446013331413,0.0444435179233551,0.2952055335044861,
152,,,,0.15023072063922882,0.34589454531669617,,,0.018245557323098183,0.06457620859146118,,,,0.013738793320953846,0.05333317443728447,0.12669801712036133,0.22124870121479034
153,,,,0.06082361936569214,0.4794939458370209,,,0.01914266310632229,,,,,0.07061923295259476,,0.31039339303970337,0.04896089807152748
154,,,,0.034917909651994705,0.3945622742176056,,,0.013999908231198788,,,,,0.07534781843423843,,0.4656783938407898,
155,,,,0.15708403289318085,0.1560783088207245,,,,0.024635761976242065,,,,0.05368982255458832,0.09160451591014862,0.4938737452030182,0.018750663846731186
156,,,,0.0463121235370636,0.5119372606277466,,0.034087106585502625,,,,0.03432106226682663,,0.02959766797721386,0.05438082292675972,0.26457422971725464,
157,,,,0.1328394114971161,0.242477685213089,,,,0.03855212405323982,,,,0.027214353904128075,0.10200966894626617,0.4206683933734894,0.031246963888406754
158,,,,0.037946511059999466,0.4321196973323822,,,,,,,,0.03701728582382202,,0.43746572732925415,0.045013707131147385
159,,0.02155398577451706,,0.10759652405977249,0.43051764369010925,,,,,,,,0.05716947093605995,,0.35121503472328186,
160,,,,0.12159350514411926,0.7650042772293091,,,,,,0.016558486968278885,,0.010349651798605919,,0.029184550046920776,0.036715660244226456
161,0.04465419054031372,,,0.09882096946239471,0.7089884281158447,,,,,,0.025020010769367218,,0.028281372040510178,,0.07664734125137329,
162,,0.033235784620046616,,0.19405028223991394,0.35937899351119995,,,0.03482101857662201,,,,,0.03539939597249031,0.013102172873914242,0.3183233141899109,
163,,0.014455203898251057,,0.16608558595180511,0.7336413860321045,,,,0.01765981875360012,,,,0.0377524197101593,,0.021229427307844162,
164,0.06546871364116669,,,0.09118098765611649,0.595484733581543,,,0.012038342654705048,0.02528039738535881,,,,0.03768279403448105,0.012474237009882927,0.12690328061580658,0.017011912539601326
165,,,,0.21485069394111633,0.15424324572086334,,,,0.019967377185821533,,,,0.034472040832042694,0.018276400864124298,0.5421661138534546,0.011031749658286572
166,,,,0.14854282140731812,0.5115113854408264,,,,0.05862502008676529,,,,0.07593294233083725,,0.16589157283306122,0.020970720797777176
167,0.14020593464374542,,,0.03127000480890274,0.6148911118507385,,,,0.019375652074813843,,,,0.07169100642204285,0.052035290747880936,0.06216515600681305,
168,,0.020893029868602753,,0.06650584191083908,0.40545499324798584,,,,,,,,,0.06873703002929688,0.4151037633419037,
169,0.11782243847846985,,,0.01244410127401352,0.691352367401123,,,0.020966602489352226,,,,,0.030450938269495964,0.0293032918125391,0.07757538557052612,
170,0.010534887202084064,,,0.043066706508398056,0.6062564849853516,,,,0.034852273762226105,,,,,,0.2205912321805954,0.06326474249362946
171,,,,0.05138807371258736,0.5939316153526306,,,,,,,,0.030456893146038055,,0.30306747555732727,
172,,,0.022852806374430656,0.16772723197937012,0.6970874667167664,,,,,,,,0.05862603709101677,,0.024754788726568222,0.016420625150203705
173,,,,0.1389615535736084,0.3965224623680115,,,,0.03348637744784355,,,,,,0.35991016030311584,0.051159463822841644
174,,,,0.07254427671432495,0.26214244961738586,,,,,,,,0.14679701626300812,,0.5004082322120667,
175,,,,0.0721626728773117,0.33569544553756714,,,,,,,,0.15227414667606354,,0.4258159399032593,
176,,,,0.030722182244062424,0.3620346486568451,,,,,0.020877568051218987,,,0.01755031943321228,,0.5526861548423767,
177,,,,0.028023110702633858,0.38638752698898315,,,,0.055980272591114044,,,,0.17180904746055603,,0.2620936632156372,0.08314661681652069
178,,,,0.12780459225177765,0.1709870994091034,,,,0.01626528985798359,,,,0.042870063334703445,0.013021758757531643,0.6188980340957642,
179,,,,0.10217512398958206,0.3610580265522003,,,,,,,,0.08556387573480606,,0.2099023312330246,0.21512918174266815
180,,,,0.20116765797138214,0.24610503017902374,0.012400373816490173,,,,,,,0.05320971831679344,,0.44745102524757385,0.024516377598047256
181,,,,0.05665038153529167,0.3962871730327606,,,,0.01089129876345396,,,,0.014313381165266037,,0.21782812476158142,0.2858973443508148
182,,,,0.07235942035913467,0.654464840888977,,0.013703257776796818,0.01661595143377781,,,,,,0.016793761402368546,0.14713424444198608,0.058259833604097366
183,,,,0.1061386838555336,0.691420316696167,,,,,,,,0.0970122367143631,0.010688004083931446,0.0799921452999115,
184,,,,0.329013466835022,0.297578901052475,,,,0.016797354444861412,,,,0.05426209792494774,0.023293975740671158,0.12144177407026291,0.1460084766149521
185,,,0.04767641797661781,0.026301363483071327,0.5776169300079346,,,,,,,,,,0.3221304416656494,
186,,,,0.17865271866321564,0.32290294766426086,,,,,,,,0.2716553807258606,,0.21194516122341156,
187,,,,0.04515759274363518,0.7930837869644165,,,,,,0.0179551113396883,,0.03402472659945488,0.022676018998026848,0.06377432495355606,
188,,,,0.19319893419742584,0.26412472128868103,,,,0.04990387707948685,,,,0.020189501345157623,0.06560013443231583,0.2961677610874176,0.10307619720697403
189,,,0.06123035401105881,0.253503680229187,0.4258740544319153,,,0.020794566720724106,0.01856423169374466,,,,0.015245419926941395,,0.19703605771064758,
190,,,,0.044698167592287064,0.7706605195999146,,,,0.0552283450961113,,,,0.020000239834189415,,0.09736131131649017,
191,,,,0.15801000595092773,0.5568866729736328,,,,0.023190444335341454,,,,,,0.2453741878271103,
192,,,,0.15397535264492035,0.38906413316726685,,,,0.01247417088598013,,,,0.17025898396968842,,0.2657736539840698,
193,,,,0.0582764632999897,0.6854556202888489,,,0.013673942536115646,,,,,0.039829105138778687,,0.18650226294994354,
194,0.138734370470047,,,0.18045294284820557,0.43277472257614136,,,0.014869068749248981,,,0.07430166751146317,,0.06280246376991272,0.0519695021212101,0.03199572116136551,
195,0.034239448606967926,,,0.028479445725679398,0.6682620644569397,,,,,,,,,0.04334164038300514,0.19306425750255585,0.01352420262992382
196,,,,0.11405271291732788,0.711989164352417,,,,0.019345546141266823,,,,0.01105670165270567,0.018589235842227936,0.07961829006671906,0.03620132803916931
197,,,,0.030161185190081596,0.29021623730659485,,,,,,,,0.04230908304452896,,0.5452420115470886,0.07957695424556732
198,,,,0.21275664865970612,0.45563647150993347,,,,0.04211713746190071,0.011384560726583004,,,0.023171396926045418,,0.12414532899856567,0.12241222709417343
199,,,,0.02240762673318386,0.5535618662834167,0.013154280371963978,,0.028618495911359787,0.04974600300192833,,,,0.04859478026628494,,0.07310338318347931,0.20300820469856262
200,,,,0.08105196803808212,0.6436827182769775,,,,,,,,0.1501893699169159,,0.1131342351436615,
201,,,0.012536182999610901,0.05937975272536278,0.3783113658428192,,,,,0.022752217948436737,,,0.019956456497311592,,0.3501150906085968,0.1447135955095291
202,0.02761864848434925,,,0.025533035397529602,0.5994029641151428,,,,0.01824212819337845,,,,0.09698354452848434,,0.218993678689003,
203,,,,0.10103117674589157,0.4185994267463684,,,,,,,,0.0216559786349535,,0.3973498046398163,0.0417059026658535
204,0.01847253367304802,,,0.08570607751607895,0.6776261925697327,,,,0.022369373589754105,,,,,0.03705747425556183,0.07487839460372925,0.07462721318006516
205,,,,0.17225395143032074,0.3589872717857361,,,,0.01290078554302454,,,,0.08854687213897705,,0.3482212424278259,0.011677997186779976
206,0.049097947776317596,,,0.03728151693940163,0.577856183052063,,,,,,,,0.017976557835936546,0.029508227482438087,0.1725611686706543,0.09815824031829834
207,,,,0.08423227071762085,0.3218905031681061,,,,0.04170859605073929,0.013435044325888157,,,0.02383338287472725,,0.43022415041923523,0.0748361274600029
208,,0.038061439990997314,,0.1003139466047287,0.4021618366241455,,,,0.02550080046057701,,,,0.012280317023396492,,0.4020371437072754,
209,0.029166724532842636,,,0.0684521496295929,0.7670919299125671,,,,,,,,0.03900144249200821,0.010596005246043205,0.0750962495803833,
210,,,,0.1881205439567566,0.5344184041023254,,,,0.01669788919389248,,,,0.045494258403778076,,0.12154418230056763,0.08388733118772507
211,,0.026086075231432915,,0.08255107700824738,0.6639425158500671,,,0.05888345092535019,,,,,0.011300185695290565,,0.10692442953586578,0.03633904829621315
212,,,,0.06777601689100266,0.35150402784347534,,,0.017444442957639694,0.019681550562381744,,,,0.028597958385944366,,0.48650842905044556,0.015704937279224396
213,,,0.031982794404029846,0.10811471939086914,0.24801582098007202,,,0.033022440969944,,,,,0.018059326335787773,,0.5475087761878967,
214,,,0.05054527521133423,0.1333072930574417,0.3210798501968384,,,0.03172479569911957,0.017507923766970634,,,,0.062293946743011475,,0.30953946709632874,0.0689736157655716
215,,,0.025588274002075195,0.106361523270607,0.3876313865184784,,,,0.18510715663433075,,,,0.02362838387489319,0.022870324552059174,0.2393569052219391,
216,,,,0.16596592962741852,0.7098594903945923,,,,0.010977684520184994,,,,,,0.0896586924791336,
