document,0,1,2,3,4,5,6,7,8,10,11,13,14,15
0,,,0.04923715814948082,,,0.3776731491088867,,0.30044829845428467,,0.26374557614326477,,,,
1,,0.10365503281354904,,,,0.013611759059131145,,0.5440987348556519,,0.3323005139827728,,,,
2,,,,0.024757685139775276,0.13126684725284576,0.08762554824352264,,0.5283634662628174,,,,0.22099213302135468,,
3,0.32031312584877014,,,,0.28095027804374695,0.20882363617420197,,0.18454274535179138,,,,,,
4,0.029076287522912025,,,0.02510746382176876,0.09526611864566803,0.129503071308136,,0.685421884059906,,,0.032333359122276306,,,
5,,,,,0.7063652873039246,0.21326574683189392,,0.07120377570390701,,,,,,
6,,,,,,0.010222423821687698,,0.8696725964546204,,,,0.10932701081037521,,
7,,0.20452158153057098,,,,0.09571294486522675,,0.3355873227119446,,0.3581952154636383,,,,
8,,,,,,0.015751676633954048,,0.9625933170318604,,,,,,
9,,0.02038867399096489,,,,0.6246163845062256,,0.3022312819957733,0.033454183489084244,,,0.01439604815095663,,
10,,,,0.5574985146522522,,0.10303612053394318,,0.3158007264137268,0.016284994781017303,,,,,
11,,0.07332887500524521,,,0.029018040746450424,0.011418208479881287,,0.6529242396354675,,0.2306561917066574,,,,
12,,,0.3753604590892792,,0.024877013638615608,,,0.5873550772666931,,,,,,
13,,,,,,,,0.9854496717453003,,,,,,
14,,,0.020215876400470734,,,0.7738538980484009,,0.19571076333522797,,,,,,
15,0.15058861672878265,,,0.04630323126912117,0.0997776985168457,0.15381678938865662,,0.5368754863739014,,,,,,
16,,,0.13284896314144135,,,,,0.8540122509002686,,,,,,
17,,,,,,0.04546548053622246,,0.9472492933273315,,,,,,
18,,0.2264689952135086,,,0.01658797822892666,0.03486886993050575,,0.5155622959136963,,,,0.1802596151828766,,
19,,,,,0.22390632331371307,0.02011062204837799,,0.7494197487831116,,,,,,
20,,0.01224514190107584,,,0.012599613517522812,0.8611164093017578,,0.09232503175735474,,,,,,
21,,0.8554580211639404,,,,0.04367652162909508,,0.07399550825357437,,,,,,
22,,0.012724497355520725,,,0.012598564848303795,0.06322266161441803,,0.7414661645889282,0.14976948499679565,,,,,
23,,,,,,0.8897728323936462,,0.10109788179397583,,,,,,
24,,,,,0.775392472743988,0.016368579119443893,,0.19354857504367828,,,,,,
25,,0.2547418177127838,,,,0.020964985713362694,,0.707910418510437,,,,,,
26,0.17917472124099731,0.07300505042076111,,,,0.2902698814868927,,0.4534800946712494,,,,,,
27,,,,,,0.20705175399780273,,0.6929144263267517,,0.09265204519033432,,,,
28,,,0.04351947456598282,0.010824676603078842,,0.9198024272918701,,0.016875864937901497,,,,,,
29,0.04673943668603897,,,,,,,0.9335311055183411,,,,,,
30,,,,,,,,0.9493454098701477,,0.03267150744795799,,,,
31,0.458840936422348,0.34177109599113464,,0.050619155168533325,,,,0.1340247392654419,,,,,,
32,,,,,,0.0429425872862339,0.15923024713993073,0.7766309380531311,,,,,,
33,0.5652493834495544,,,,,0.018809877336025238,,0.20693935453891754,,,0.1985974907875061,,,
34,,,,,,0.6970364451408386,,0.2903144061565399,,,,,,
35,,0.1666310578584671,,,0.5792803764343262,,,0.24024629592895508,,,,,,
36,,0.9601510763168335,,,,,,0.02690642885863781,,,,,,
37,,,,,,0.10351621359586716,,0.2995471656322479,,0.5897281169891357,,,,
38,0.033991556614637375,,,,0.024980727583169937,0.19102786481380463,,0.1143191009759903,,,0.6313266158103943,,,
39,,,,,0.6019307374954224,0.022051073610782623,,0.3485339283943176,,,0.02246875874698162,,,
40,,0.2098425179719925,,,,0.01619025692343712,,0.7692601084709167,,,,,,
41,,,,,,0.9710636138916016,,0.0202313419431448,,,,,,
42,,,,,,0.012895612977445126,,0.7897614240646362,,0.0492873452603817,,0.13446885347366333,,
43,,0.11586018651723862,,0.5771514773368835,0.02021796815097332,,,0.21007411181926727,,,0.0671381726861,,,
44,,,,,,,,0.9891694188117981,,,,,,
45,,0.5307936072349548,,,,0.4301885962486267,,0.0338587649166584,,,,,,
46,,0.8008849024772644,,,,0.11756492406129837,,0.07391846179962158,,,,,,
47,,0.28091961145401,,,,0.16821084916591644,,0.3682325780391693,,,,,,0.17400498688220978
48,0.27965396642684937,,,0.07894927263259888,0.05030542239546776,0.14692723751068115,,0.3389960825443268,0.06699611246585846,,0.033711664378643036,,,
49,,,,0.01141864713281393,0.033638156950473785,0.19351232051849365,0.15425936877727509,0.6006488800048828,,,,,,
50,,,,0.7430843710899353,,0.012139215134084225,,0.23850703239440918,,,,,,
51,,,,,,0.012826027348637581,,0.7592323422431946,,,,,,0.21472802758216858
